Time,"STREAMS(""FEED"").Fv","STREAMS(""DIST"").Fv","STREAMS(""BOTTOMS"").Fv"
Hours,m3/hr,m3/hr,m3/hr
7.68,108.471,57.949,56.2384
7.69,108.379,57.9733,56.1089
7.7,108.287,57.9977,55.9794
7.71,108.195,58.022,55.8499
7.72,108.102,58.0463,55.7204
7.73,108.013,58.069,55.5956
7.74,107.925,58.0918,55.473
7.75,107.837,58.1143,55.3504
7.76,107.749,58.1367,55.2278
7.77,107.661,58.1592,55.1052
7.78,107.576,58.1804,54.9869
7.79,107.492,58.2016,54.8705
7.8,107.408,58.2226,54.7542
7.81,107.324,58.2435,54.6378
7.82,107.24,58.2645,54.5214
7.83,107.158,58.2843,54.4091
7.84,107.078,58.3042,54.2986
7.85,106.998,58.3239,54.188
7.86,106.918,58.3435,54.0775
7.87,106.838,58.3632,53.967
7.88,106.761,58.3819,53.8602
7.89,106.685,58.4005,53.7552
7.9,106.609,58.419,53.6502
7.91,106.533,58.4375,53.5452
7.92,106.456,58.456,53.4402
7.93,106.383,58.4736,53.3387
7.94,106.31,58.4912,53.239
7.95,106.238,58.5087,53.1392
7.96,106.165,58.5261,53.0394
7.97,106.093,58.5436,52.9397
7.98,106.023,58.5602,52.8433
7.99,105.954,58.5768,52.7486
8,105.885,58.5933,52.6538
8.01,105.816,58.6098,52.5591
8.02,105.748,58.6262,52.4643
8.03,105.681,58.6419,52.3728
8.04,105.616,58.6575,52.2829
8.05,105.55,58.6732,52.1929
8.06,105.485,58.6886,52.1029
8.07,105.42,58.7039,52.013
8.08,105.357,58.7193,51.9262
8.09,105.294,58.734,51.8408
8.1,105.232,58.7488,51.7554
8.11,105.17,58.7635,51.67
8.12,105.108,58.7782,51.5847
8.13,110.845,58.6962,51.0551
8.14,110.977,58.578,52.0076
8.15,111.089,58.4289,53.6494
8.16,111.187,58.2733,55.1378
8.17,111.277,58.1209,56.2861
8.18,111.363,57.9711,57.1768
8.19,111.442,57.8322,57.8514
8.2,111.516,57.7011,58.4016
8.21,111.585,57.585,58.8038
8.22,111.652,57.4724,59.1778
8.23,111.71,57.383,59.4254
8.24,111.768,57.2935,59.673
8.25,111.823,57.217,59.8784
8.26,111.875,57.1492,60.0553
8.27,111.927,57.0814,60.2322
8.28,111.974,57.0296,60.3653
8.29,112.019,56.9839,60.482
8.3,112.064,56.9381,60.5987
8.31,112.109,56.8924,60.7154
8.32,112.15,56.8613,60.8062
8.33,112.19,56.8313,60.8951
8.34,112.231,56.8014,60.984
8.35,112.271,56.7714,61.0729
8.36,112.31,56.747,61.1507
8.37,112.346,56.7278,61.2181
8.38,112.383,56.7086,61.2855
8.39,112.419,56.6894,61.3528
8.4,112.456,56.6703,61.4202
8.41,112.491,56.6542,61.4831
8.42,112.525,56.6412,61.5417
8.43,112.559,56.6281,61.6004
8.44,112.593,56.615,61.659
8.45,112.627,56.6019,61.7177
8.46,112.659,56.5908,61.7708
8.47,112.691,56.5814,61.8188
8.48,112.722,56.5721,61.8668
8.49,112.753,56.5628,61.9147
8.5,112.785,56.5534,61.9627
8.51,112.816,56.5453,62.0073
8.52,112.845,56.5383,62.0487
8.53,112.875,56.5312,62.0901
8.54,112.904,56.5242,62.1315
8.55,112.934,56.5172,62.173
8.56,112.963,56.5109,62.2122
8.57,112.991,56.5054,62.2495
8.58,113.019,56.4998,62.2868
8.59,113.047,56.4943,62.324
8.6,113.074,56.4887,62.3613
8.61,113.102,56.4831,62.3971
8.62,113.129,56.4783,62.4316
8.63,113.155,56.4735,62.466
8.64,113.181,56.4687,62.5004
8.65,113.208,56.4639,62.5349
8.66,113.234,56.4591,62.5683
8.67,113.259,56.4548,62.6006
8.68,113.284,56.4504,62.633
8.69,113.309,56.4461,62.6653
8.7,113.334,56.4417,62.6977
8.71,113.36,56.4373,62.7292
8.72,113.383,56.433,62.7599
8.73,113.407,56.4289,62.7906
8.74,113.431,56.4248,62.8213
8.75,113.455,56.4207,62.852
8.76,113.479,56.4166,62.882
8.77,113.502,56.4125,62.9112
8.78,113.524,56.4084,62.9405
8.79,113.547,56.4043,62.9698
8.8,113.57,56.4003,62.9991
8.81,113.593,56.3964,63.0274
8.82,113.614,56.3924,63.0557
8.83,113.636,56.3885,63.0835
8.84,113.658,56.3845,63.1114
8.85,113.679,56.3806,63.1392
8.86,113.701,56.3768,63.167
8.87,113.722,56.3729,63.1937
8.88,113.742,56.3691,63.2204
8.89,113.763,56.3653,63.247
8.9,113.783,56.3615,63.2737
8.91,113.804,56.3576,63.3004
8.92,113.824,56.3538,63.3259
8.93,113.843,56.35,63.3515
8.94,113.863,56.3463,63.377
8.95,113.883,56.3426,63.4025
8.96,113.902,56.3389,63.4281
8.97,113.921,56.3352,63.4525
8.98,113.94,56.3315,63.477
8.99,113.959,56.3278,63.5014
9,113.977,56.3241,63.5258
9.01,113.996,56.3204,63.5503
9.02,114.014,56.3169,63.5737
9.03,114.032,56.3134,63.5971
9.04,114.05,56.3098,63.6204
9.05,114.067,56.3063,63.6438
9.06,114.085,56.3027,63.6672
9.07,114.102,56.2992,63.6896
9.08,114.119,56.2957,63.7119
9.09,114.136,56.2921,63.7343
9.1,114.153,56.2886,63.7567
9.11,114.17,56.2852,63.779
9.12,114.186,56.2819,63.8004
9.13,114.203,56.2785,63.8218
9.14,114.219,56.2751,63.8432
9.15,114.235,56.2718,63.8646
9.16,114.251,56.2684,63.8859
9.17,114.267,56.265,63.9064
9.18,114.282,56.2618,63.9268
9.19,114.297,56.2586,63.9472
9.2,114.313,56.2554,63.9676
9.21,114.328,56.2522,63.9881
9.22,114.343,56.249,64.0076
9.23,114.358,56.2458,64.0271
9.24,114.372,56.2425,64.0466
9.25,114.387,56.2393,64.0661
9.26,114.401,56.2363,64.0856
9.27,114.416,56.2333,64.1043
9.28,114.43,56.2302,64.1229
9.29,114.444,56.2272,64.1415
9.3,114.458,56.2242,64.1602
9.31,114.472,56.2211,64.1788
9.32,114.485,56.2181,64.1966
9.33,114.499,56.2152,64.2144
9.34,114.512,56.2123,64.2322
9.35,114.525,56.2094,64.25
9.36,114.538,56.2066,64.2677
9.37,114.552,56.2037,64.2847
9.38,114.564,56.2008,64.3017
9.39,114.577,56.1979,64.3187
9.4,114.589,56.1951,64.3356
9.41,114.602,56.1924,64.3526
9.42,114.615,56.1897,64.3688
9.43,114.627,56.187,64.385
9.44,114.639,56.1843,64.4012
9.45,114.651,56.1816,64.4174
9.46,114.663,56.1789,64.4336
9.47,114.675,56.1762,64.4491
9.48,114.686,56.1736,64.4645
9.49,114.698,56.1711,64.48
9.5,114.709,56.1685,64.4954
9.51,114.72,56.166,64.5109
9.52,114.732,56.1634,64.5256
9.53,114.743,56.1609,64.5404
9.54,114.754,56.1583,64.5551
9.55,114.765,56.1558,64.5699
9.56,114.776,56.1534,64.5846
9.57,114.786,56.151,64.5987
9.58,114.797,56.1486,64.6127
9.59,114.807,56.1462,64.6268
9.6,114.818,56.1438,64.6409
9.61,114.828,56.1415,64.6549
9.62,114.838,56.1391,64.6683
9.63,114.848,56.1368,64.6818
9.64,114.858,56.1346,64.6952
9.65,114.868,56.1324,64.7086
9.66,114.878,56.1301,64.722
9.67,114.888,56.1279,64.7348
9.68,114.897,56.1256,64.7476
9.69,114.907,56.1234,64.7604
9.7,114.916,56.1212,64.7732
9.71,114.926,56.1191,64.786
9.72,114.935,56.117,64.7982
9.73,114.945,56.1149,64.8104
9.74,114.953,56.1128,64.8226
9.75,114.962,56.1108,64.8348
9.76,114.971,56.1087,64.847
9.77,114.98,56.1066,64.8586
9.78,114.989,56.1045,64.8702
9.79,114.998,56.1026,64.8819
9.8,115.006,56.1006,64.8935
9.81,115.015,56.0987,64.9051
9.82,115.023,56.0967,64.9162
9.83,115.032,56.0948,64.9273
9.84,115.04,56.0928,64.9384
9.85,115.048,56.0909,64.9495
9.86,115.056,56.089,64.9606
9.87,115.064,56.0872,64.9712
9.88,115.073,56.0854,64.9818
9.89,115.08,56.0836,64.9924
9.9,115.088,56.0818,65.003
9.91,115.096,56.08,65.0135
9.92,115.104,56.0782,65.0236
9.93,115.111,56.0764,65.0337
9.94,115.119,56.0746,65.0438
9.95,115.126,56.0729,65.0539
9.96,115.133,56.0711,65.064
9.97,115.141,56.0694,65.0736
9.98,115.148,56.0678,65.0833
9.99,115.155,56.0662,65.0929
10,115.162,56.0645,65.1025
10.01,115.169,56.0629,65.1121
10.02,115.177,56.0613,65.1213
10.03,115.184,56.0596,65.1304
10.04,115.19,56.058,65.1395
10.05,115.197,56.0564,65.1486
10.06,115.204,56.0547,65.1577
10.07,115.21,56.0533,65.1668
10.08,115.217,56.0518,65.1755
10.09,115.224,56.0503,65.1842
10.1,115.23,56.0488,65.1929
10.11,115.237,56.0473,65.2015
10.12,115.243,56.0459,65.2102
10.13,115.249,56.0444,65.2185
10.14,115.256,56.0429,65.2268
10.15,115.262,56.0414,65.235
10.16,115.268,56.0399,65.2433
10.17,115.274,56.0385,65.2516
10.18,115.28,56.0371,65.2595
10.19,115.286,56.0358,65.2674
10.2,115.292,56.0344,65.2753
10.21,115.298,56.0331,65.2831
10.22,115.303,56.0317,65.291
10.23,115.309,56.0304,65.2986
10.24,115.315,56.029,65.3061
10.25,115.321,56.0277,65.3136
10.26,115.326,56.0264,65.3212
10.27,115.332,56.025,65.3287
10.28,115.337,56.0238,65.3359
10.29,115.343,56.0226,65.343
10.3,115.348,56.0213,65.3502
10.31,115.353,56.0201,65.3574
10.32,115.359,56.0189,65.3646
10.33,115.364,56.0177,65.3714
10.34,115.369,56.0164,65.3783
10.35,115.374,56.0152,65.3851
10.36,115.379,56.014,65.392
10.37,115.384,56.0128,65.3988
10.38,115.389,56.0117,65.4054
10.39,115.394,56.0105,65.4119
10.4,115.399,56.0094,65.4184
10.41,115.404,56.0083,65.425
10.42,115.409,56.0072,65.4315
10.43,115.414,56.0061,65.4377
10.44,115.418,56.005,65.444
10.45,115.423,56.0039,65.4502
10.46,115.428,56.0028,65.4565
10.47,115.432,56.0017,65.4627
10.48,115.437,56.0005,65.4686
10.49,115.441,55.9995,65.4746
10.5,115.446,55.9985,65.4805
10.51,115.45,55.9975,65.4865
10.52,115.455,55.9965,65.4924
10.53,115.459,55.9955,65.4981
10.54,115.463,55.9945,65.5038
10.55,115.468,55.9935,65.5095
10.56,115.472,55.9925,65.5152
10.57,115.476,55.9915,65.5208
10.58,115.48,55.9905,65.5262
10.59,115.484,55.9896,65.5316
10.6,115.488,55.9886,65.537
10.61,115.492,55.9877,65.5424
10.62,115.496,55.9868,65.5478
10.63,115.5,55.9859,65.5532
10.64,115.504,55.985,65.5583
10.65,115.508,55.9841,65.5635
10.66,115.512,55.9832,65.5686
10.67,115.516,55.9822,65.5737
10.68,115.52,55.9813,65.5788
10.69,115.523,55.9804,65.5837
10.7,115.527,55.9796,65.5886
10.71,115.531,55.9788,65.5935
10.72,115.534,55.9779,65.5984
10.73,115.538,55.9771,65.6033
10.74,115.542,55.9763,65.608
10.75,115.545,55.9754,65.6126
10.76,115.549,55.9746,65.6173
10.77,115.552,55.9738,65.622
10.78,115.556,55.973,65.6267
10.79,115.559,55.9721,65.6311
10.8,115.562,55.9713,65.6356
10.81,115.566,55.9706,65.64
10.82,115.569,55.9698,65.6445
10.83,115.573,55.9691,65.649
10.84,115.576,55.9684,65.6532
10.85,115.579,55.9676,65.6575
10.86,115.583,55.9669,65.6617
10.87,115.586,55.9662,65.666
10.88,115.589,55.9654,65.6702
10.89,115.592,55.9647,65.6743
10.9,115.595,55.9639,65.6784
10.91,115.598,55.9632,65.6824
10.92,115.601,55.9625,65.6865
10.93,115.604,55.9617,65.6906
10.94,115.607,55.9611,65.6944
10.95,115.61,55.9604,65.6983
10.96,115.613,55.9598,65.7021
10.97,115.616,55.9591,65.706
10.98,115.619,55.9584,65.7099
10.99,115.622,55.9578,65.7137
11,115.624,55.9571,65.7174
11.01,115.627,55.9565,65.7211
11.02,115.63,55.9558,65.7247
11.03,115.633,55.9552,65.7284
11.04,115.635,55.9545,65.7321
11.05,115.638,55.9539,65.7356
11.06,115.641,55.9532,65.7391
11.07,115.644,55.9526,65.7426
11.08,115.646,55.9521,65.7461
11.09,115.649,55.9515,65.7496
11.1,115.651,55.9509,65.7529
11.11,115.654,55.9503,65.7563
11.12,115.656,55.9498,65.7596
11.13,115.659,55.9492,65.763
11.14,115.661,55.9486,65.7663
11.15,115.664,55.9481,65.7695
11.16,115.667,55.9475,65.7727
11.17,115.669,55.9469,65.7759
11.18,115.671,55.9463,65.7791
11.19,115.674,55.9458,65.7823
11.2,115.676,55.9452,65.7853
11.21,115.678,55.9446,65.7883
11.22,115.681,55.9441,65.7914
11.23,115.683,55.9436,65.7944
11.24,115.685,55.9431,65.7975
11.25,115.687,55.9426,65.8005
11.26,115.69,55.9421,65.8033
11.27,115.692,55.9416,65.8062
11.28,115.694,55.9411,65.809
11.29,115.696,55.9406,65.8119
11.3,115.698,55.9401,65.8147
11.31,115.701,55.9396,65.8176
11.32,115.703,55.9391,65.8204
11.33,115.705,55.9386,65.8231
11.34,115.707,55.9382,65.8258
11.35,115.709,55.9377,65.8284
11.36,115.711,55.9372,65.8311
11.37,115.713,55.9367,65.8338
11.38,115.715,55.9362,65.8364
11.39,115.717,55.9358,65.8391
11.4,115.719,55.9353,65.8418
11.41,115.721,55.9349,65.8443
11.42,115.723,55.9345,65.8467
11.43,115.725,55.9341,65.8492
11.44,115.727,55.9336,65.8517
11.45,115.729,55.9332,65.8542
11.46,115.73,55.9328,65.8567
11.47,115.732,55.9324,65.8591
11.48,115.734,55.9319,65.8614
11.49,115.736,55.9315,65.8638
11.5,115.738,55.9311,65.8661
11.51,115.74,55.9307,65.8684
11.52,115.741,55.9302,65.8707
11.53,115.743,55.9298,65.873
11.54,115.745,55.9294,65.8753
11.55,115.746,55.929,65.8776
11.56,115.748,55.9287,65.8799
11.57,115.75,55.9283,65.882
11.58,115.752,55.9279,65.8842
11.59,115.753,55.9276,65.8863
11.6,115.755,55.9272,65.8884
11.61,115.757,55.9268,65.8905
11.62,115.758,55.9265,65.8926
11.63,115.76,55.9261,65.8947
11.64,115.761,55.9257,65.8968
11.65,115.763,55.9254,65.8989
11.66,115.764,55.925,65.9011
11.67,115.766,55.9246,65.903
11.68,115.767,55.9243,65.9049
11.69,115.769,55.9239,65.9068
11.7,115.77,55.9235,65.9088
11.71,115.772,55.9232,65.9107
11.72,115.773,55.9229,65.9126
11.73,115.775,55.9226,65.9145
11.74,115.776,55.9223,65.9165
11.75,115.778,55.922,65.9184
11.76,115.779,55.9217,65.9203
11.77,115.78,55.9214,65.9221
11.78,115.782,55.921,65.9238
11.79,115.783,55.9207,65.9256
11.8,115.785,55.9204,65.9273
11.81,115.786,55.9201,65.929
11.82,115.787,55.9198,65.9308
11.83,115.789,55.9195,65.9325
11.84,115.79,55.9192,65.9343
11.85,115.791,55.9189,65.936
11.86,115.793,55.9186,65.9378
11.87,115.794,55.9183,65.9395
11.88,115.795,55.9179,65.9411
11.89,115.796,55.9176,65.9427
11.9,115.798,55.9174,65.9443
11.91,115.799,55.9171,65.9459
11.92,115.8,55.9169,65.9474
11.93,115.801,55.9166,65.949
11.94,115.802,55.9163,65.9506
11.95,115.804,55.9161,65.9522
11.96,115.805,55.9158,65.9538
11.97,115.806,55.9156,65.9554
11.98,115.807,55.9153,65.9568
11.99,115.808,55.915,65.9583
12,115.81,55.9148,65.9597
12.01,115.811,55.9145,65.9612
12.02,115.812,55.9143,65.9626
12.03,115.813,55.914,65.9641
12.04,115.814,55.9137,65.9655
12.05,115.815,55.9135,65.9669
12.06,115.816,55.9132,65.9684
12.07,115.817,55.913,65.9698
12.08,115.818,55.9127,65.9712
12.09,115.819,55.9124,65.9725
12.1,115.82,55.9122,65.9738
12.11,115.821,55.912,65.9751
12.12,115.822,55.9118,65.9764
12.13,115.823,55.9116,65.9777
12.14,115.824,55.9114,65.979
12.15,115.825,55.9112,65.9803
12.16,115.826,55.9109,65.9817
12.17,115.828,55.9107,65.983
12.18,115.829,55.9105,65.9843
12.19,115.829,55.9103,65.9855
12.2,115.83,55.9101,65.9867
12.21,115.831,55.9099,65.9879
12.22,115.832,55.9097,65.989
12.23,115.833,55.9095,65.9902
12.24,115.834,55.9092,65.9914
12.25,115.835,55.909,65.9926
12.26,115.836,55.9088,65.9938
12.27,115.837,55.9086,65.995
12.28,115.838,55.9084,65.9962
12.29,115.838,55.9082,65.9973
12.3,115.839,55.908,65.9984
12.31,115.84,55.9077,65.9994
12.32,115.841,55.9076,66.0005
12.33,115.842,55.9074,66.0016
12.34,115.843,55.9072,66.0027
12.35,115.844,55.907,66.0038
12.36,115.845,55.9068,66.0048
12.37,115.845,55.9066,66.0059
12.38,115.846,55.9064,66.007
12.39,115.847,55.9062,66.0081
12.4,115.848,55.906,66.0091
12.41,115.849,55.9059,66.0102
